Timestamp,Temperature
10/1/2026 2:30:00,9.6
10/1/2026 2:31:00,9.6
10/1/2026 2:32:00,9.6
10/1/2026 2:33:00,9.6
10/1/2026 2:34:00,9.6
10/1/2026 2:35:00,9.6
10/1/2026 2:36:00,9.6
10/1/2026 2:37:00,9.8
10/1/2026 2:38:00,9.8
10/1/2026 2:39:00,9.8
10/1/2026 2:40:00,9.8
10/1/2026 2:41:00,9.8
10/1/2026 2:42:00,9.8
10/1/2026 2:43:00,9.8
10/1/2026 2:44:00,9.8
10/1/2026 2:45:00,10
10/1/2026 2:46:00,10
10/1/2026 2:47:00,10
10/1/2026 2:48:00,10
10/1/2026 2:49:00,10
10/1/2026 2:50:00,10.1
10/1/2026 2:51:00,10.1
10/1/2026 2:52:00,10.1
10/1/2026 2:53:00,10.1
10/1/2026 2:54:00,10.1
10/1/2026 2:55:00,10.1
10/1/2026 2:56:00,10.1
10/1/2026 2:57:00,10.1
10/1/2026 2:58:00,10.3
10/1/2026 2:59:00,10.3
10/1/2026 3:00:00,10.3
10/1/2026 3:01:00,10.3
10/1/2026 3:02:00,10.3
10/1/2026 3:03:00,10.3
10/1/2026 3:04:00,10.3
10/1/2026 3:05:00,10.3
10/1/2026 3:06:00,10.3
10/1/2026 3:07:00,10.3
10/1/2026 3:08:00,10.5
10/1/2026 3:09:00,10.5
10/1/2026 3:10:00,10.5
10/1/2026 3:11:00,10.5
10/1/2026 3:12:00,10.5
10/1/2026 3:13:00,10.5
10/1/2026 3:14:00,10.5
10/1/2026 3:15:00,10.5
10/1/2026 3:16:00,10.5
10/1/2026 3:17:00,10.6
10/1/2026 3:18:00,10.6
10/1/2026 3:19:00,10.6
10/1/2026 3:20:00,10.6
10/1/2026 3:21:00,10.6
10/1/2026 3:22:00,10.6
10/1/2026 3:23:00,10.6
10/1/2026 3:24:00,10.6
10/1/2026 3:25:00,10.6
10/1/2026 3:26:00,10.6
10/1/2026 3:27:00,10.8
10/1/2026 3:28:00,10.8
10/1/2026 3:29:00,10.8
10/1/2026 3:30:00,10.8
10/1/2026 3:31:00,10.8
10/1/2026 3:32:00,10.8
10/1/2026 3:33:00,10.8
10/1/2026 3:34:00,10.8
10/1/2026 3:35:00,10.8
10/1/2026 3:36:00,10.8
10/1/2026 3:37:00,10.8
10/1/2026 3:38:00,10.8
10/1/2026 3:39:00,11
10/1/2026 3:40:00,11
10/1/2026 3:41:00,11
10/1/2026 3:42:00,11
10/1/2026 3:43:00,11
10/1/2026 3:44:00,11
10/1/2026 3:45:00,11
10/1/2026 3:46:00,11
10/1/2026 3:47:00,11
10/1/2026 3:48:00,11
10/1/2026 3:49:00,11
10/1/2026 3:50:00,11
10/1/2026 3:51:00,11.01
10/1/2026 3:52:00,11.01
10/1/2026 3:53:00,11.01
10/1/2026 3:54:00,11.01
10/1/2026 3:55:00,11.01
10/1/2026 3:56:00,11.01
10/1/2026 3:57:00,11.01
10/1/2026 3:58:00,11.01
10/1/2026 3:59:00,11.01
10/1/2026 4:00:00,11.01
10/1/2026 4:01:00,11.01
10/1/2026 4:02:00,11.01
10/1/2026 4:03:00,11.01
10/1/2026 4:04:00,11.01
10/1/2026 4:05:00,11.03
10/1/2026 4:06:00,11.03
10/1/2026 4:07:00,11.03
10/1/2026 4:08:00,11.03
10/1/2026 4:09:00,11.03
10/1/2026 4:10:00,11.03
10/1/2026 4:11:00,11.03
10/1/2026 4:12:00,11.03
10/1/2026 4:13:00,11.03
10/1/2026 4:14:00,11.03
10/1/2026 4:15:00,11.03
10/1/2026 4:16:00,11.03
10/1/2026 4:17:00,11.03
10/1/2026 4:18:00,11.05
10/1/2026 4:19:00,11.05
10/1/2026 4:20:00,11.05
10/1/2026 4:21:00,11.05
10/1/2026 4:22:00,11.05
10/1/2026 4:23:00,11.05
10/1/2026 4:24:00,11.05
10/1/2026 4:25:00,11.05
10/1/2026 4:26:00,11.05
10/1/2026 4:27:00,11.05
10/1/2026 4:28:00,11.05
10/1/2026 4:29:00,11.05
10/1/2026 4:30:00,11.05
10/1/2026 4:31:00,11.05
10/1/2026 4:32:00,11.05
10/1/2026 4:33:00,11.05
10/1/2026 4:34:00,11.05
10/1/2026 4:35:00,11.05
10/1/2026 4:36:00,11.05
10/1/2026 4:37:00,11.05
10/1/2026 4:38:00,11.09
10/1/2026 4:39:00,11.09
10/1/2026 4:40:00,11.09
10/1/2026 4:41:00,11.09
10/1/2026 4:42:00,11.09
10/1/2026 4:43:00,11.09
10/1/2026 4:44:00,11.09
10/1/2026 4:45:00,11.09
10/1/2026 4:46:00,11.09
10/1/2026 4:47:00,11.1
10/1/2026 4:48:00,11.1
10/1/2026 4:49:00,11.1
10/1/2026 4:50:00,11.1
10/1/2026 4:51:00,11.1
10/1/2026 4:52:00,11.3
10/1/2026 4:53:00,11.3
10/1/2026 4:54:00,11.3
10/1/2026 4:55:00,11.3
10/1/2026 4:56:00,11.3
10/1/2026 4:57:00,11.3
10/1/2026 4:58:00,11.3
10/1/2026 4:59:00,11.3
10/1/2026 5:00:00,11.3
10/1/2026 5:01:00,11.3
10/1/2026 5:02:00,11.3
10/1/2026 5:03:00,11.3
10/1/2026 5:04:00,11.3
10/1/2026 5:05:00,11.3
10/1/2026 5:06:00,11.3
10/1/2026 5:07:00,11.3
10/1/2026 5:08:00,11.3
10/1/2026 5:09:00,11.3
10/1/2026 5:10:00,11.3
10/1/2026 5:11:00,11.3
10/1/2026 5:12:00,11.3
10/1/2026 5:13:00,11.3
10/1/2026 5:14:00,11.3
10/1/2026 5:15:00,11.3
10/1/2026 5:16:00,11.4
10/1/2026 5:17:00,11.4
10/1/2026 5:18:00,11.4
10/1/2026 5:19:00,11.4
10/1/2026 5:20:00,11.4
10/1/2026 5:21:00,11.4
10/1/2026 5:22:00,11.4
10/1/2026 5:23:00,11.4
10/1/2026 5:24:00,11.4
10/1/2026 5:25:00,11.4
10/1/2026 5:26:00,11.4
10/1/2026 5:27:00,11.4
10/1/2026 5:28:00,11.4
10/1/2026 5:29:00,11.4
10/1/2026 5:30:00,11.4
10/1/2026 5:31:00,11.4
10/1/2026 5:32:00,11.4
10/1/2026 5:33:00,11.5
10/1/2026 5:34:00,11.5
10/1/2026 5:35:00,11.5
10/1/2026 5:36:00,11.5
10/1/2026 5:37:00,11.5
10/1/2026 5:38:00,11.5
10/1/2026 5:39:00,11.5
10/1/2026 5:40:00,11.5
10/1/2026 5:41:00,11.5
10/1/2026 5:42:00,11.5
10/1/2026 5:43:00,11.5
10/1/2026 5:44:00,11.5
10/1/2026 5:45:00,11.5
10/1/2026 5:46:00,11.6
10/1/2026 5:47:00,11.6
10/1/2026 5:48:00,11.6
10/1/2026 5:49:00,11.6
10/1/2026 5:50:00,11.6
10/1/2026 5:51:00,11.6
10/1/2026 5:52:00,11.6
10/1/2026 5:53:00,11.6
10/1/2026 5:54:00,11.6
10/1/2026 5:55:00,11.6
