"Timestamp",Temperature
9/1/2026 20:17:00,8.2
9/1/2026 20:17:01,8.2
9/1/2026 20:17:02,8.2
9/1/2026 20:17:03,8.2
9/1/2026 20:17:04,8.201277778
9/1/2026 20:17:05,8.201277778
9/1/2026 20:17:06,8.201277778
9/1/2026 20:17:07,8.201277778
9/1/2026 20:17:08,8.202555556
9/1/2026 20:17:09,8.202555556
9/1/2026 20:17:10,8.202555556
9/1/2026 20:17:11,8.202555556
9/1/2026 20:17:12,8.203833333
9/1/2026 20:17:13,8.203833333
9/1/2026 20:17:14,8.203833333
9/1/2026 20:17:15,8.203833333
9/1/2026 20:17:16,8.205111111
9/1/2026 20:17:17,8.205111111
9/1/2026 20:17:18,8.205111111
9/1/2026 20:17:19,8.205111111
9/1/2026 20:17:20,8.206388889
9/1/2026 20:17:21,8.206388889
9/1/2026 20:17:22,8.206388889
9/1/2026 20:17:23,8.206388889
9/1/2026 20:17:24,8.207666667
9/1/2026 20:17:25,8.207666667
9/1/2026 20:17:26,8.207666667
9/1/2026 20:17:27,8.207666667
9/1/2026 20:17:28,8.208944444
9/1/2026 20:17:29,8.208944444
9/1/2026 20:17:30,8.208944444
9/1/2026 20:17:31,8.208944444
9/1/2026 20:17:32,8.210222222
9/1/2026 20:17:33,8.210222222
9/1/2026 20:17:34,8.210222222
9/1/2026 20:17:35,8.210222222
9/1/2026 20:17:36,8.2115
9/1/2026 20:17:37,8.2115
9/1/2026 20:17:38,8.2115
9/1/2026 20:17:39,8.2115
9/1/2026 20:17:40,8.212777778
9/1/2026 20:17:41,8.212777778
9/1/2026 20:17:42,8.212777778
9/1/2026 20:17:43,8.212777778
9/1/2026 20:17:44,8.214055556
9/1/2026 20:17:45,8.214055556
9/1/2026 20:17:46,8.214055556
9/1/2026 20:17:47,8.214055556
9/1/2026 20:17:48,8.215333333
9/1/2026 20:17:49,8.215333333
9/1/2026 20:17:50,8.215333333
9/1/2026 20:17:51,8.215333333
9/1/2026 20:17:52,8.216611111
9/1/2026 20:17:53,8.216611111
9/1/2026 20:17:54,8.216611111
9/1/2026 20:17:55,8.216611111
9/1/2026 20:17:56,8.217888889
9/1/2026 20:17:57,8.217888889
9/1/2026 20:17:58,8.217888889
9/1/2026 20:17:59,8.217888889
9/1/2026 20:18:00,8.219166667
9/1/2026 20:18:01,8.219166667
9/1/2026 20:18:02,8.219166667
9/1/2026 20:18:03,8.219166667
9/1/2026 20:18:04,8.220444444
9/1/2026 20:18:05,8.220444444
9/1/2026 20:18:06,8.220444444
9/1/2026 20:18:07,8.220444444
9/1/2026 20:18:08,8.221722222
9/1/2026 20:18:09,8.221722222
9/1/2026 20:18:10,8.221722222
9/1/2026 20:18:11,8.221722222
9/1/2026 20:18:12,8.223
9/1/2026 20:18:13,8.223
9/1/2026 20:18:14,8.223
9/1/2026 20:18:15,8.223
9/1/2026 20:18:16,8.224277778
9/1/2026 20:18:17,8.224277778
9/1/2026 20:18:18,8.224277778
9/1/2026 20:18:19,8.224277778
9/1/2026 20:18:20,8.225555556
9/1/2026 20:18:21,8.225555556
9/1/2026 20:18:22,8.225555556
9/1/2026 20:18:23,8.225555556
9/1/2026 20:18:24,8.226833333
9/1/2026 20:18:25,8.226833333
9/1/2026 20:18:26,8.226833333
9/1/2026 20:18:27,8.226833333
9/1/2026 20:18:28,8.228111111
9/1/2026 20:18:29,8.228111111
9/1/2026 20:18:30,8.228111111
9/1/2026 20:18:31,8.228111111
9/1/2026 20:18:32,8.229388889
9/1/2026 20:18:33,8.229388889
9/1/2026 20:18:34,8.229388889
9/1/2026 20:18:35,8.229388889
9/1/2026 20:18:36,8.230666667
9/1/2026 20:18:37,8.230666667
9/1/2026 20:18:38,8.230666667
9/1/2026 20:18:39,8.230666667
9/1/2026 20:18:40,8.231944444
9/1/2026 20:18:41,8.231944444
9/1/2026 20:18:42,8.231944444
9/1/2026 20:18:43,8.231944444
9/1/2026 20:18:44,8.233222222
9/1/2026 20:18:45,8.233222222
9/1/2026 20:18:46,8.233222222
9/1/2026 20:18:47,8.233222222
9/1/2026 20:18:48,8.2345
9/1/2026 20:18:49,8.2345
9/1/2026 20:18:50,8.2345
9/1/2026 20:18:51,8.2345
9/1/2026 20:18:52,8.235777778
9/1/2026 20:18:53,8.235777778
9/1/2026 20:18:54,8.235777778
9/1/2026 20:18:55,8.235777778
9/1/2026 20:18:56,8.237055556
9/1/2026 20:18:57,8.237055556
9/1/2026 20:18:58,8.237055556
9/1/2026 20:18:59,8.237055556
9/1/2026 20:19:00,8.238333333
9/1/2026 20:19:01,8.238333333
9/1/2026 20:19:02,8.238333333
9/1/2026 20:19:03,8.238333333
9/1/2026 20:19:04,8.239611111
9/1/2026 20:19:05,8.239611111
9/1/2026 20:19:06,8.239611111
9/1/2026 20:19:07,8.239611111
9/1/2026 20:19:08,8.240888889
9/1/2026 20:19:09,8.240888889
9/1/2026 20:19:10,8.240888889
9/1/2026 20:19:11,8.240888889
9/1/2026 20:19:12,8.242166667
9/1/2026 20:19:13,8.242166667
9/1/2026 20:19:14,8.242166667
9/1/2026 20:19:15,8.242166667
9/1/2026 20:19:16,8.243444444
9/1/2026 20:19:17,8.243444444
9/1/2026 20:19:18,8.243444444
9/1/2026 20:19:19,8.243444444
9/1/2026 20:19:20,8.244722222
9/1/2026 20:19:21,8.244722222
9/1/2026 20:19:22,8.244722222
9/1/2026 20:19:23,8.244722222
9/1/2026 20:19:24,8.246
9/1/2026 20:19:25,8.246
9/1/2026 20:19:26,8.246
9/1/2026 20:19:27,8.246
9/1/2026 20:19:28,8.247277778
9/1/2026 20:19:29,8.247277778
9/1/2026 20:19:30,8.247277778
9/1/2026 20:19:31,8.247277778
9/1/2026 20:19:32,8.248555556
9/1/2026 20:19:33,8.248555556
9/1/2026 20:19:34,8.248555556
9/1/2026 20:19:35,8.248555556
9/1/2026 20:19:36,8.249833333
9/1/2026 20:19:37,8.249833333
9/1/2026 20:19:38,8.249833333
9/1/2026 20:19:39,8.249833333
9/1/2026 20:19:40,8.251111111
9/1/2026 20:19:41,8.251111111
9/1/2026 20:19:42,8.251111111
9/1/2026 20:19:43,8.251111111
9/1/2026 20:19:44,8.252388889
9/1/2026 20:19:45,8.252388889
9/1/2026 20:19:46,8.252388889
9/1/2026 20:19:47,8.252388889
9/1/2026 20:19:48,8.253666667
9/1/2026 20:19:49,8.253666667
9/1/2026 20:19:50,8.253666667
9/1/2026 20:19:51,8.253666667
9/1/2026 20:19:52,8.254944444
9/1/2026 20:19:53,8.254944444
9/1/2026 20:19:54,8.254944444
9/1/2026 20:19:55,8.254944444
9/1/2026 20:19:56,8.256222222
9/1/2026 20:19:57,8.256222222
9/1/2026 20:19:58,8.256222222
9/1/2026 20:19:59,8.256222222
9/1/2026 20:20:00,8.2575
9/1/2026 20:20:01,8.2575
9/1/2026 20:20:02,8.2575
9/1/2026 20:20:03,8.2575
9/1/2026 20:20:04,8.258777778
9/1/2026 20:20:05,8.258777778
9/1/2026 20:20:06,8.258777778
9/1/2026 20:20:07,8.258777778
9/1/2026 20:20:08,8.260055556
9/1/2026 20:20:09,8.260055556
9/1/2026 20:20:10,8.260055556
9/1/2026 20:20:11,8.260055556
9/1/2026 20:20:12,8.261333333
9/1/2026 20:20:13,8.261333333
9/1/2026 20:20:14,8.261333333
9/1/2026 20:20:15,8.261333333
9/1/2026 20:20:16,8.262611111
9/1/2026 20:20:17,8.262611111
9/1/2026 20:20:18,8.262611111
9/1/2026 20:20:19,8.262611111
9/1/2026 20:20:20,8.263888889
9/1/2026 20:20:21,8.263888889
